Region,Site,Area,Note,Locus ID,Original Sort Order,Locus/Wall,Number,Square,Phase,Contextual Integrity (I) Code,Contextual Integrity (I),Phasing of Contents (PoC),Comments,Context,Chapter,Status
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18273,1285,Locus,18273,AI/32,10b+10c,s,sealed,10b+10c?,"Mudbrick superstructure of W18349, equivalent to W18503. In the text it is treated as W18349a, with the lower stone stage described as W18349b",--, Dor IIA: 9,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18274,1286,Locus,18274,AG/34,6a/5?,s,sealed,6a/5?,Unsealed fill,6, Dor IIA: 4,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18275,1287,Locus,18275,AI/31–32,10c–10b?,u,unsealed,10c–10b?,Installation,18333," Dor IIA: 8, 9",Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18276,1288,Locus,18276,AI/32,10b,s,sealed,10b,Sandy and mudbrick fill,18333," Dor IIA: 8, 9",Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18277,1289,Locus,18277,AI/32,10b,u,unsealed,10b/10c?,Pit,10, Dor IIA: 9,Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18278,1290,Locus,18278,AH/33,8a,u,unsealed,8a,Floor makeup and fill to floor,8, Dor IIA: 7,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18279,1291,Locus,18279,AI–AJ/33,9(b?),s,sealed,9(b?),Makeup of “fish floor” to another surface immediately below =L18232,18067, Dor IIA: 13,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18280,1292,Locus,18280,AG/34,4,u,unsealed,⪯4,Pit 18280 (L18280); contaminates Iron Age loci L18211 and L18222,Pit 18280," Dor IIIA: 6, Dor IIA: 4",Not Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18281,1293,Locus,18281,AI–AJ/33,9b/10?,s,sealed,9(b?),"From F18279 to floor, until reaching W9140(N) (=F18246)",18067, Dor IIA: 13,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18282,1294,Locus,18282,AJ/32,9,s,sealed,9,F18282 makeup down to floor,18239, Dor IIA: 14,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18283,1295,Locus,18283,AI–AJ/33,10,d?,possibly disturbed,10,Cleaning around Pit L9251 to floor fragment =F18264,18286, Dor IIA: 13,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18284,1296,Locus,18284,AI–AJ/33,10,s,sealed,10,"From F18246 to first ashy layer, under W9140(N) (=F18252)",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18285,1297,Locus,18285,AI–AJ/33,10,d?,possibly disturbed,10(+11?),"Cleaning around Pit L9251, below F18283",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18286,1298,Locus,18286,AI/32,10c,u,unsealed,10c,Fill to floor,18286, Dor IIA: 9,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18287,1299,Locus,18287,AG/34,6a,u,unsealed,6,"Floor makeup of F18238, unsealed fill",6, Dor IIA: 4,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18288,1300,Locus,18288,AG/34,6a,u,unsealed,6a,Unsealed fill down to floor,6a, Dor IIA: 4,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18289,1301,Locus,18289,AI/32,10b,s,sealed,10b,"Floor makeup of F18289, sandy fill to floor",18333, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18290,1302,Locus,18290,AI/32,10b,s,sealed,10b/10c?,Sandy brown fill,18333," Dor IIA: 8, 9",Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18291,1303,Locus,18291,AI/31,10b,u,unsealed,10b/10a?,Sandy gray-brown fill,18333, Dor IIA: 8,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18292,1304,Locus,18292,AI–AJ/33,10,s,sealed,10,From F18252 (sealed by L18284) to F18264,18286, Dor IIA: 13,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18293,1305,Locus,18293,AJ/32,9,s,sealed,9,Yellow mudbrick destruction debris in doorway,18241, Dor IIA: 14,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18294,1306,Locus,18294,AJ/32,9,i,in situ,9,Ring of stones?,18239, Dor IIA: 14,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18295,1307,Locus,18295,AI/31,10b,u,unsealed,10b,Fill to floor,18333, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18296,1308,Wall,18296,AI/31,10b–c,--,--,--,Fieldstone wall,--, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18297,1309,Locus,18297,AI/31,10b,u,unsealed,10b,Fill to floor,18333, Dor IIA: 8,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18298,1310,Locus,18298,AI/31,10c–10b?,u,unsealed,10c,Clay floor of installation/fire pit,18333, Dor IIA: 8,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18299,1311,Locus,18299,AI–AJ/33,10,s,sealed,10,"Pit? (=L18263?, sealed by L18252), Phase 10 pit cutting Phase 10",18286, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 18300,1312,Wall,18300,AI/31,7,--,--,--,Stone socle?,--, Dor IIA: 8,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18301,1313,Locus,18301,AG/34,6b,u,unsealed,6b,"Floor makeup of F18288, unsealed fill",--, Dor IIA: 4,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18302,1314,Locus,18302,AI/31,10a,s,sealed,10a/10b?,"Floor makeup of F18265 of Phase 9 destruction, fill below","18330
upper", Dor IIA: 8,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 18303,1315,Locus,18303,AH/34,4?/5?,s,sealed,≺1,Sealed mudbrick debris below W9301b=W18248,--, Dor IIIA: 6,Not Final
